QuestionID,Topic,Difficulty,Question,Options,Answer,Explanation
1741,Ratios,Hard,"Ratio 2:7, total=265. Find parts.","['58.89,206.11', '55.89,209.11', '63.89,201.11', '60.89,204.11']","58.89,206.11","Parts=58.89,206.11"
1742,Ratios,Easy,"Ratio 7:13, total=206. Find parts.","['69.1,136.9', '72.1,133.9', '74.1,131.9', '77.1,128.9']","72.1,133.9","Parts=72.1,133.9"
1743,Percentages,Expert,A cask of 80L full of wine has 10L drawn and replaced with water. This is done 4 times. How much wine remains (to 2 decimals)?,"[43.14, 35.64, 39.39, 46.89]",46.89,Wine remaining = 80 * (1 - 10/80)^4 = 46.89L
1744,Geometry,Hard,Hypotenuse of right triangle with legs 13 cm and 19 cm?,"[19.57, 12.66, 16.11, 23.02]",23.02,c=sqrt(13^2+19^2)=23.02
1745,Algebra,Easy,Find the roots of x^2 + -6x + 0 = 0,"['(0, 6)', '(6,0)', '(-1,7)', '(1,5)']","(0, 6)",Roots are 0 and 6
1746,Number Theory,Easy,"gcd(151,62)?","[-1, -2, 1, 0]",1,gcd=1
1747,Number Theory,Medium,"gcd(189,105)?","[20, 19, 21, 18]",21,gcd=21
1748,Algebra,Hard,Find the roots of x^2 + 4x + 0 = 0,"['(-4,0)', '(1,-5)', '(0, -4)', '(-1,-3)']","(0, -4)",Roots are 0 and -4
1749,Algebra,Medium,Find the roots of x^2 + 7x + 10 = 0,"['(-3,-4)', '(-1,-6)', '(-2, -5)', '(-5,-2)']","(-2, -5)",Roots are -2 and -5
1750,Probability,Easy,Urn has 3 red and 3 blue. Prob red?,"['4/6', '3/6', '2/6', '3/8']",03-Jun,"Favorable=3, Total=6"
1751,Algebra,Hard,Solve for x: 9x + 18 = 44,"[1.45, 0.72, 2.17, 2.89]",2.89,x = (44-18)/9 = 2.89
1752,Probability,Expert,Prob of heart in 52 cards?,"['12/52', '13/52', '14/52', '26/52']",13/52,13 hearts
1753,Ratios,Medium,"Ratio 5:14, total=115. Find parts.","['32.260000000000005,82.74', '35.260000000000005,79.74', '30.26,84.74', '27.26,87.74']","30.26,84.74","Parts=30.26,84.74"
1754,Geometry,Hard,Hypotenuse of right triangle with legs 16 cm and 23 cm?,"[19.61, 15.41, 23.82, 28.02]",28.02,c=sqrt(16^2+23^2)=28.02
1755,Geometry,Expert,Hypotenuse of right triangle with legs 3 cm and 11 cm?,"[9.69, 11.4, 6.27, 7.98]",11.4,c=sqrt(3^2+11^2)=11.4
1756,Geometry,Hard,Hypotenuse of right triangle with legs 3 cm and 23 cm?,"[16.23, 19.71, 12.75, 23.19]",23.19,c=sqrt(3^2+23^2)=23.19
1757,Algebra,Expert,Solve for x: 2x + 7 = 20,"[4.88, 3.25, 1.62, 6.5]",6.5,x = (20-7)/2 = 6.5
1758,Probability,Medium,Prob of heart in 52 cards?,"['12/52', '13/52', '14/52', '26/52']",13/52,13 hearts
1759,Algebra,Hard,Find the roots of x^2 + -4x + 0 = 0,"['(1,3)', '(4,0)', '(0, 4)', '(-1,5)']","(0, 4)",Roots are 0 and 4
1760,Probability,Medium,Two dice sum=7?,"['5/36', '6/36', '7/36', '8/36']",Jun-36,Pairs sum to 7
1761,Ratios,Easy,"Ratio 16:4, total=227. Find parts.","['183.6,43.4', '186.6,40.4', '178.6,48.4', '181.6,45.4']","181.6,45.4","Parts=181.6,45.4"
1762,Percentages,Medium,A value changed by 12.5% then by 20%. What is the net change?,"['31.0% gain', '35.0% gain', '35.0% loss', '43.0% loss']",35.0% gain,Net change = 12.5 + 20 + (12.5*20/100) = 35.0%
1763,Geometry,Expert,Find area of circle radius 25 cm.,"[490.88, 981.75, 1472.62, 1963.5]",1963.5,Area=pi*r^2=1963.5
1764,Probability,Hard,Urn has 4 red and 2 blue. Prob red?,"['3/6', '4/8', '5/6', '4/6']",04-Jun,"Favorable=4, Total=6"
1765,Ratios,Easy,"Ratio 6:2, total=222. Find parts.","['168.5,53.5', '171.5,50.5', '166.5,55.5', '163.5,58.5']","166.5,55.5","Parts=166.5,55.5"
1766,Probability,Easy,Prob of heart in 52 cards?,"['12/52', '13/52', '14/52', '26/52']",13/52,13 hearts
1767,Geometry,Easy,Find area of triangle with base 35 cm and height 18 cm.,"[315.0, 157.5, 78.75, 236.25]",315,Area = 0.5*35*18 = 315.0
1768,Geometry,Expert,Find circumference of circle radius 23 cm.,"[144.51, 72.25, 108.38, 36.13]",144.51,Circumference=2*pi*r=144.51
1769,Algebra,Hard,Find the roots of x^2 + 6x + 0 = 0,"['(0, -6)', '(1,-7)', '(-6,0)', '(-1,-5)']","(0, -6)",Roots are 0 and -6
1770,Ratios,Easy,"Ratio 5:13, total=424. Find parts.","['119.78,304.22', '122.78,301.22', '114.78,309.22', '117.78,306.22']","117.78,306.22","Parts=117.78,306.22"
1771,Algebra,Medium,Solve for x: 10x + 4 = 9,"[0.12, 0.5, 0.38, 0.25]",0.5,x = (9-4)/10 = 0.5
1772,Probability,Hard,Prob of heart in 52 cards?,"['12/52', '13/52', '14/52', '26/52']",13/52,13 hearts
1773,Probability,Medium,Urn has 8 red and 6 blue. Prob red?,"['8/14', '8/16', '7/14', '9/14']",Aug-14,"Favorable=8, Total=14"
1774,Geometry,Hard,Find area of triangle with base 13 cm and height 23 cm.,"[112.12, 149.5, 74.75, 37.38]",149.5,Area = 0.5*13*23 = 149.5
1775,Geometry,Hard,Find area of circle radius 14 cm.,"[153.94, 615.75, 461.81, 307.88]",615.75,Area=pi*r^2=615.75
1776,Ratios,Easy,"Ratio 15:5, total=456. Find parts.","['342.0,114.0', '344.0,112.0', '339.0,117.0', '347.0,109.0']","342.0,114.0","Parts=342.0,114.0"
1777,Geometry,Medium,Hypotenuse of right triangle with legs 4 cm and 15 cm?,"[13.19, 10.86, 8.54, 15.52]",15.52,c=sqrt(4^2+15^2)=15.52
1778,Geometry,Medium,Find area of circle radius 18 cm.,"[763.41, 508.94, 254.47, 1017.88]",1017.88,Area=pi*r^2=1017.88
1779,Geometry,Easy,Find area of circle radius 8 cm.,"[100.53, 50.26, 150.8, 201.06]",201.06,Area=pi*r^2=201.06
1780,Geometry,Hard,Find circumference of circle radius 21 cm.,"[65.97, 98.96, 131.95, 32.99]",131.95,Circumference=2*pi*r=131.95
1781,Percentages,Hard,"If 10% of a number is 1610, what is the number?","[6440.0, 9660.0, 16100.0, 12880.0]",16100,x = 1610/(0.1) = 16100.0
1782,Number Theory,Expert,Is 48 prime?,"['Yes', 'No']",No,48 is No
1783,Geometry,Expert,Find area of circle radius 19 cm.,"[283.53, 1134.11, 567.05, 850.58]",1134.11,Area=pi*r^2=1134.11
1784,Geometry,Expert,Find area of triangle with base 33 cm and height 27 cm.,"[222.75, 334.12, 111.38, 445.5]",445.5,Area = 0.5*33*27 = 445.5
1785,Ratios,Expert,"Ratio 10:14, total=66. Find parts.","['29.5,36.5', '32.5,33.5', '24.5,41.5', '27.5,38.5']","27.5,38.5","Parts=27.5,38.5"
1786,Number Theory,Hard,"gcd(73,155)?","[-2, 1, -1, 0]",1,gcd=1
1787,Geometry,Expert,Hypotenuse of right triangle with legs 17 cm and 4 cm?,"[17.46, 9.6, 14.84, 12.22]",17.46,c=sqrt(17^2+4^2)=17.46
1788,Number Theory,Hard,Is 37 prime?,"['Yes', 'No']",Yes,37 is Yes
1789,Probability,Easy,Prob of heart in 52 cards?,"['12/52', '13/52', '14/52', '26/52']",13/52,13 hearts
1790,Number Theory,Expert,"gcd(116,157)?","[0, -2, 1, -1]",1,gcd=1
1791,Percentages,Expert,"If 20% of a number is 330, what is the number?","[990.0, 1650.0, 660.0, 1320.0]",1650,x = 330/(0.2) = 1650.0
1792,Ratios,Expert,"Ratio 19:15, total=230. Find parts.","['128.53,101.47', '125.53,104.47', '130.53,99.47', '133.53,96.47']","128.53,101.47","Parts=128.53,101.47"
1793,Geometry,Hard,Hypotenuse of right triangle with legs 6 cm and 25 cm?,"[14.14, 18.0, 25.71, 21.85]",25.71,c=sqrt(6^2+25^2)=25.71
1794,Algebra,Expert,Find the roots of x^2 + -7x + 6 = 0,"['(5,2)', '(6, 1)', '(1,6)', '(7,0)']","(6, 1)",Roots are 6 and 1
1795,Algebra,Expert,Find the roots of x^2 + 4x + -12 = 0,"['(-7,3)', '(-6, 2)', '(2,-6)', '(-5,1)']","(-6, 2)",Roots are -6 and 2
1796,Ratios,Easy,"Ratio 14:20, total=384. Find parts.","['158.12,225.88', '155.12,228.88', '163.12,220.88', '160.12,223.88']","158.12,225.88","Parts=158.12,225.88"
1797,Algebra,Easy,"Solve the system: 4x+3y=-20, 2x+7y=-10","['(-5,1)', '(-6,-1)', '(-5,0)', '(-4,0)']","(-5,0)","Solved x=-5, y=0"
1798,Ratios,Easy,"Ratio 13:2, total=430. Find parts.","['377.67,52.33', '372.67,57.33', '369.67,60.33', '374.67,55.33']","372.67,57.33","Parts=372.67,57.33"
1799,Algebra,Expert,Find the roots of x^2 + -2x + -15 = 0,"['(6,-4)', '(5, -3)', '(4,-2)', '(-3,5)']","(5, -3)",Roots are 5 and -3
1800,Geometry,Medium,Find area of circle radius 4 cm.,"[12.57, 50.27, 37.7, 25.14]",50.27,Area=pi*r^2=50.27
1801,Probability,Medium,Urn has 6 red and 5 blue. Prob red?,"['6/13', '7/11', '5/11', '6/11']",06-Nov,"Favorable=6, Total=11"
1802,Number Theory,Easy,Is 31 prime?,"['Yes', 'No']",Yes,31 is Yes
1803,Algebra,Medium,Find the roots of x^2 + 0x + -25 = 0,"['(-5,5)', '(4,-4)', '(6,-6)', '(5, -5)']","(5, -5)",Roots are 5 and -5
1804,Ratios,Expert,"Ratio 18:17, total=491. Find parts.","['249.51,241.49', '257.51,233.49', '252.51,238.49', '254.51,236.49']","252.51,238.49","Parts=252.51,238.49"
1805,Geometry,Easy,Hypotenuse of right triangle with legs 20 cm and 4 cm?,"[17.34, 11.22, 14.28, 20.4]",20.4,c=sqrt(20^2+4^2)=20.4
1806,Geometry,Expert,Hypotenuse of right triangle with legs 4 cm and 15 cm?,"[8.54, 10.86, 13.19, 15.52]",15.52,c=sqrt(4^2+15^2)=15.52
1807,Probability,Easy,A die rolled once. Prob>4?,"['1/6', '2/6', '3/6', '4/6']",02-Jun,"Numbers>4 are 5,6"
1808,Geometry,Easy,Hypotenuse of right triangle with legs 8 cm and 15 cm?,"[9.35, 11.9, 14.45, 17.0]",17,c=sqrt(8^2+15^2)=17.0
1809,Algebra,Medium,Find the roots of x^2 + 5x + 6 = 0,"['(-2,-3)', '(-4,-1)', '(-2,-3)', '(-3, -2)']","(-3, -2)",Roots are -3 and -2
1810,Probability,Expert,Two dice sum=7?,"['5/36', '6/36', '7/36', '8/36']",Jun-36,Pairs sum to 7
1811,Geometry,Hard,Hypotenuse of right triangle with legs 17 cm and 14 cm?,"[12.11, 15.41, 18.72, 22.02]",22.02,c=sqrt(17^2+14^2)=22.02
1812,Number Theory,Hard,Is 12 prime?,"['Yes', 'No']",No,12 is No
1813,Algebra,Medium,"Solve the system: 5x+1y=20, 4x+6y=16","['(3,-1)', '(4,0)', '(5,0)', '(4,1)']","(4,0)","Solved x=4, y=0"
1814,Number Theory,Hard,"lcm(27,19)?","[511, 513, 510, 512]",513,LCM=513
1815,Algebra,Hard,Find the roots of x^2 + -2x + -8 = 0,"['(-3,5)', '(-1,3)', '(-2, 4)', '(4,-2)']","(-2, 4)",Roots are -2 and 4
1816,Number Theory,Hard,"gcd(169,23)?","[-2, 1, -1, 0]",1,gcd=1
1817,Probability,Medium,Prob of heart in 52 cards?,"['12/52', '13/52', '14/52', '26/52']",13/52,13 hearts
1818,Ratios,Medium,"Ratio 20:18, total=210. Find parts.","['110.53,99.47', '112.53,97.47', '115.53,94.47', '107.53,102.47']","110.53,99.47","Parts=110.53,99.47"
1819,Ratios,Medium,"Ratio 18:17, total=139. Find parts.","['68.49,70.51', '71.49,67.51', '76.49,62.510000000000005', '73.49,65.51']","71.49,67.51","Parts=71.49,67.51"
1820,Ratios,Easy,"Ratio 12:9, total=208. Find parts.","['120.86,87.14', '115.86,92.14', '118.86,89.14', '123.86,84.14']","118.86,89.14","Parts=118.86,89.14"
1821,Geometry,Easy,Hypotenuse of right triangle with legs 9 cm and 15 cm?,"[14.87, 9.62, 12.24, 17.49]",17.49,c=sqrt(9^2+15^2)=17.49
1822,Ratios,Medium,"Ratio 8:13, total=390. Find parts.","['145.57,244.43', '150.57,239.43', '153.57,236.43', '148.57,241.43']","148.57,241.43","Parts=148.57,241.43"
1823,Geometry,Easy,Find area of circle radius 19 cm.,"[850.58, 1134.11, 567.05, 283.53]",1134.11,Area=pi*r^2=1134.11
1824,Algebra,Hard,"Solve the system: 3x+4y=-29, 4x+8y=-52","['(-3,-5)', '(-2,-5)', '(-4,-6)', '(-3,-4)']","(-3,-5)","Solved x=-3, y=-5"
1825,Percentages,Medium,What is 50% of 900?,"[225.0, 450.0, 112.5, 337.5]",450,50% = 50/100. So 50/100 × 900 = 450.0
1826,Algebra,Medium,"Solve the system: 8x+8y=56, 2x+1y=7","['(0,8)', '(1,7)', '(-1,6)', '(0,7)']","(0,7)","Solved x=0, y=7"
1827,Percentages,Expert,What is 15% of 3100?,"[232.5, 465.0, 348.75, 116.25]",465,15% = 15/100. So 15/100 × 3100 = 465.0
1828,Number Theory,Expert,"lcm(23,5)?","[114, 113, 112, 115]",115,LCM=115
1829,Ratios,Medium,"Ratio 20:16, total=50. Find parts.","['27.78,22.22', '29.78,20.22', '32.78,17.22', '24.78,25.22']","27.78,22.22","Parts=27.78,22.22"
1830,Probability,Medium,Prob of heart in 52 cards?,"['12/52', '13/52', '14/52', '26/52']",13/52,13 hearts
1831,Number Theory,Expert,Is 28 prime?,"['Yes', 'No']",No,28 is No
1832,Ratios,Hard,"Ratio 10:19, total=177. Find parts.","['61.03,115.97', '63.03,113.97', '66.03,110.97', '58.03,118.97']","61.03,115.97","Parts=61.03,115.97"
1833,Ratios,Expert,"Ratio 5:7, total=299. Find parts.","['126.58,172.42', '121.58,177.42', '129.57999999999998,169.42', '124.58,174.42']","124.58,174.42","Parts=124.58,174.42"
1834,Probability,Medium,A die rolled once. Prob>4?,"['1/6', '2/6', '3/6', '4/6']",02-Jun,"Numbers>4 are 5,6"
1835,Probability,Hard,Two dice sum=7?,"['5/36', '6/36', '7/36', '8/36']",Jun-36,Pairs sum to 7
1836,Geometry,Medium,Find area of triangle with base 10 cm and height 28 cm.,"[105.0, 140.0, 35.0, 70.0]",140,Area = 0.5*10*28 = 140.0
1837,Number Theory,Hard,"lcm(29,21)?","[608, 607, 606, 609]",609,LCM=609
1838,Number Theory,Medium,Is 19 prime?,"['Yes', 'No']",Yes,19 is Yes
1839,Geometry,Medium,Find area of triangle with base 29 cm and height 29 cm.,"[420.5, 315.38, 105.12, 210.25]",420.5,Area = 0.5*29*29 = 420.5
1840,Geometry,Expert,Hypotenuse of right triangle with legs 16 cm and 12 cm?,"[11.0, 17.0, 20.0, 14.0]",20,c=sqrt(16^2+12^2)=20.0
1841,Geometry,Hard,Find area of triangle with base 23 cm and height 14 cm.,"[40.25, 80.5, 161.0, 120.75]",161,Area = 0.5*23*14 = 161.0
1842,Probability,Hard,Prob of heart in 52 cards?,"['12/52', '13/52', '14/52', '26/52']",13/52,13 hearts
1843,Number Theory,Expert,"lcm(5,29)?","[144, 143, 142, 145]",145,LCM=145
1844,Geometry,Medium,Find area of circle radius 10 cm.,"[235.62, 314.16, 78.54, 157.08]",314.16,Area=pi*r^2=314.16
1845,Geometry,Hard,Find area of triangle with base 24 cm and height 17 cm.,"[153.0, 51.0, 102.0, 204.0]",204,Area = 0.5*24*17 = 204.0
1846,Algebra,Expert,Find the roots of x^2 + 8x + 15 = 0,"['(-5, -3)', '(-4,-4)', '(-6,-2)', '(-3,-5)']","(-5, -3)",Roots are -5 and -3
1847,Ratios,Expert,"Ratio 3:14, total=402. Find parts.","['67.94,334.06', '75.94,326.06', '70.94,331.06', '72.94,329.06']","70.94,331.06","Parts=70.94,331.06"
1848,Number Theory,Expert,"gcd(45,34)?","[-2, 1, -1, 0]",1,gcd=1
1849,Probability,Hard,Two dice sum=7?,"['5/36', '6/36', '7/36', '8/36']",Jun-36,Pairs sum to 7
1850,Algebra,Easy,Find the roots of x^2 + -11x + 30 = 0,"['(5,6)', '(7,4)', '(6, 5)', '(5,6)']","(6, 5)",Roots are 6 and 5
1851,Number Theory,Hard,Is 22 prime?,"['Yes', 'No']",No,22 is No
1852,Number Theory,Easy,"lcm(12,15)?","[57, 58, 60, 59]",60,LCM=60
1853,Ratios,Easy,"Ratio 6:4, total=495. Find parts.","['297.0,198.0', '299.0,196.0', '302.0,193.0', '294.0,201.0']","297.0,198.0","Parts=297.0,198.0"
1854,Ratios,Medium,"Ratio 7:12, total=289. Find parts.","['106.47,182.53', '103.47,185.53', '108.47,180.53', '111.47,177.53']","106.47,182.53","Parts=106.47,182.53"
1855,Geometry,Medium,Hypotenuse of right triangle with legs 11 cm and 12 cm?,"[11.4, 13.84, 16.28, 8.95]",16.28,c=sqrt(11^2+12^2)=16.28
1856,Ratios,Expert,"Ratio 15:14, total=462. Find parts.","['243.97,218.03', '235.97,226.03', '238.97,223.03', '240.97,221.03']","238.97,223.03","Parts=238.97,223.03"
1857,Number Theory,Hard,"gcd(164,131)?","[1, -1, 0, -2]",1,gcd=1
1858,Number Theory,Expert,"lcm(23,15)?","[343, 345, 344, 342]",345,LCM=345
1859,Number Theory,Easy,Is 17 prime?,"['Yes', 'No']",Yes,17 is Yes
1860,Number Theory,Medium,Is 15 prime?,"['Yes', 'No']",No,15 is No
1861,Number Theory,Expert,Is 22 prime?,"['Yes', 'No']",No,22 is No
1862,Percentages,Expert,A value changed by 20% then by 12.5%. What is the net change?,"['35.0% gain', '43.0% gain', '35.0% loss', '31.0% gain']",35.0% gain,Net change = 20 + 12.5 + (20*12.5/100) = 35.0%
1863,Percentages,Expert,A cask of 60L full of wine has 5L drawn and replaced with water. This is done 4 times. How much wine remains (to 2 decimals)?,"[35.58, 38.97, 32.19, 42.36]",42.36,Wine remaining = 60 * (1 - 5/60)^4 = 42.36L
1864,Algebra,Hard,Find the roots of x^2 + 6x + 8 = 0,"['(-4, -2)', '(-5,-1)', '(-3,-3)', '(-2,-4)']","(-4, -2)",Roots are -4 and -2
1865,Number Theory,Expert,Is 22 prime?,"['Yes', 'No']",No,22 is No
1866,Number Theory,Hard,Is 46 prime?,"['Yes', 'No']",No,46 is No
1867,Algebra,Medium,Solve for x: 5x + 10 = 12,"[0.2, 0.3, 0.4, 0.1]",0.4,x = (12-10)/5 = 0.4
1868,Algebra,Hard,Solve for x: 7x + 11 = 15,"[0.43, 0.57, 0.14, 0.28]",0.57,x = (15-11)/7 = 0.57
1869,Algebra,Expert,Find the roots of x^2 + -3x + -18 = 0,"['(6,-3)', '(-4,7)', '(-3, 6)', '(-2,5)']","(-3, 6)",Roots are -3 and 6
1870,Probability,Easy,Prob of heart in 52 cards?,"['12/52', '13/52', '14/52', '26/52']",13/52,13 hearts
1871,Percentages,Expert,"If 30% of a number is 170, what is the number?","[226.67, 453.34, 340.0, 566.67]",566.67,x = 170/(0.3) = 566.67
1872,Algebra,Medium,Find the roots of x^2 + 2x + -15 = 0,"['(-5,3)', '(4,-6)', '(2,-4)', '(3, -5)']","(3, -5)",Roots are 3 and -5
1873,Algebra,Medium,Solve for x: 9x + 20 = 23,"[0.33, 0.08, 0.17, 0.25]",0.33,x = (23-20)/9 = 0.33
1874,Algebra,Easy,"Solve the system: 6x+8y=-28, 5x+2y=0","['(1,-6)', '(2,-4)', '(3,-5)', '(2,-5)']","(2,-5)","Solved x=2, y=-5"
1875,Probability,Easy,Prob of heart in 52 cards?,"['12/52', '13/52', '14/52', '26/52']",13/52,13 hearts
1876,Geometry,Hard,Find area of triangle with base 31 cm and height 24 cm.,"[186.0, 372.0, 93.0, 279.0]",372,Area = 0.5*31*24 = 372.0
1877,Ratios,Expert,"Ratio 17:2, total=190. Find parts.","['175.0,15.0', '172.0,18.0', '170.0,20.0', '167.0,23.0']","170.0,20.0","Parts=170.0,20.0"
1878,Algebra,Medium,"Solve the system: 1x+3y=12, 3x+3y=24","['(7,2)', '(6,3)', '(5,1)', '(6,2)']","(6,2)","Solved x=6, y=2"
1879,Ratios,Hard,"Ratio 13:15, total=471. Find parts.","['215.68,255.32', '218.68,252.32', '220.68,250.32', '223.68,247.32']","218.68,252.32","Parts=218.68,252.32"
1880,Algebra,Medium,"Solve the system: 3x+6y=-3, 2x+3y=-4","['(-5,2)', '(-5,3)', '(-6,1)', '(-4,2)']","(-5,2)","Solved x=-5, y=2"
1881,Ratios,Hard,"Ratio 10:12, total=64. Find parts.","['26.09,37.91', '31.09,32.91', '34.09,29.909999999999997', '29.09,34.91']","29.09,34.91","Parts=29.09,34.91"
1882,Probability,Easy,Urn has 8 red and 3 blue. Prob red?,"['8/13', '8/11', '7/11', '9/11']",08-Nov,"Favorable=8, Total=11"
1883,Number Theory,Medium,"gcd(45,23)?","[-1, 1, -2, 0]",1,gcd=1
1884,Probability,Easy,Two dice sum=7?,"['5/36', '6/36', '7/36', '8/36']",Jun-36,Pairs sum to 7
1885,Probability,Expert,Urn has 5 red and 3 blue. Prob red?,"['6/8', '5/10', '5/8', '4/8']",05-Aug,"Favorable=5, Total=8"
1886,Probability,Hard,Two dice sum=7?,"['5/36', '6/36', '7/36', '8/36']",Jun-36,Pairs sum to 7
1887,Ratios,Hard,"Ratio 5:17, total=302. Find parts.","['70.64,231.36', '65.64,236.36', '68.64,233.36', '73.64,228.36']","68.64,233.36","Parts=68.64,233.36"
1888,Number Theory,Medium,"gcd(77,188)?","[-1, 1, 0, -2]",1,gcd=1
1889,Ratios,Expert,"Ratio 11:5, total=177. Find parts.","['118.69,58.31', '121.69,55.31', '123.69,53.31', '126.69,50.31']","121.69,55.31","Parts=121.69,55.31"
1890,Ratios,Hard,"Ratio 12:16, total=392. Find parts.","['170.0,222.0', '173.0,219.0', '168.0,224.0', '165.0,227.0']","168.0,224.0","Parts=168.0,224.0"
1891,Probability,Hard,Urn has 3 red and 6 blue. Prob red?,"['4/9', '3/9', '3/11', '2/9']",03-Sep,"Favorable=3, Total=9"
1892,Ratios,Easy,"Ratio 8:7, total=57. Find parts.","['32.4,24.6', '30.4,26.6', '27.4,29.6', '35.4,21.6']","30.4,26.6","Parts=30.4,26.6"
1893,Algebra,Medium,Find the roots of x^2 + 7x + 6 = 0,"['(-1, -6)', '(0,-7)', '(-6,-1)', '(-2,-5)']","(-1, -6)",Roots are -1 and -6
1894,Algebra,Expert,Find the roots of x^2 + 2x + -3 = 0,"['(-3, 1)', '(1,-3)', '(-4,2)', '(-2,0)']","(-3, 1)",Roots are -3 and 1
1895,Percentages,Hard,A cask of 60L full of wine has 8L drawn and replaced with water. This is done 2 times. How much wine remains (to 2 decimals)?,"[34.25, 45.07, 37.86, 41.46]",45.07,Wine remaining = 60 * (1 - 8/60)^2 = 45.07L
1896,Number Theory,Expert,Is 16 prime?,"['Yes', 'No']",No,16 is No
1897,Ratios,Hard,"Ratio 18:10, total=82. Find parts.","['54.71,27.29', '52.71,29.29', '57.71,24.29', '49.71,32.29']","52.71,29.29","Parts=52.71,29.29"
1898,Number Theory,Medium,"gcd(78,137)?","[0, -1, 1, -2]",1,gcd=1
1899,Algebra,Hard,Find the roots of x^2 + -1x + 0 = 0,"['(0,1)', '(0,1)', '(2,-1)', '(1, 0)']","(1, 0)",Roots are 1 and 0
1900,Probability,Medium,A die rolled once. Prob>4?,"['1/6', '2/6', '3/6', '4/6']",02-Jun,"Numbers>4 are 5,6"
1901,Percentages,Medium,A value changed by 25% then by 20%. What is the net change?,"['46.0% loss', '54.0% gain', '58.0% gain', '50.0% gain']",50.0% gain,Net change = 25 + 20 + (25*20/100) = 50.0%
1902,Percentages,Medium,A cask of 50L full of wine has 6L drawn and replaced with water. This is done 4 times. How much wine remains (to 2 decimals)?,"[27.58, 25.18, 22.78, 29.98]",29.98,Wine remaining = 50 * (1 - 6/50)^4 = 29.98L
1903,Percentages,Expert,A value changed by 20% then by 15%. What is the net change?,"['38.0% gain', '46.0% loss', '34.0% loss', '38.0% loss']",38.0% gain,Net change = 20 + 15 + (20*15/100) = 38.0%
1904,Percentages,Easy,A value changed by 30% then by 15%. What is the net change?,"['49.5% gain', '45.5% gain', '53.5% loss', '57.5% gain']",49.5% gain,Net change = 30 + 15 + (30*15/100) = 49.5%
1905,Probability,Medium,Two dice sum=7?,"['5/36', '6/36', '7/36', '8/36']",Jun-36,Pairs sum to 7
1906,Algebra,Expert,Find the roots of x^2 + 0x + -9 = 0,"['(4,-4)', '(3, -3)', '(2,-2)', '(-3,3)']","(3, -3)",Roots are 3 and -3
1907,Algebra,Hard,Solve for x: 8x + 4 = 47,"[4.04, 5.38, 1.34, 2.69]",5.38,x = (47-4)/8 = 5.38
1908,Algebra,Hard,Find the roots of x^2 + 2x + -24 = 0,"['(-7,5)', '(4,-6)', '(-5,3)', '(-6, 4)']","(-6, 4)",Roots are -6 and 4
1909,Number Theory,Easy,Is 48 prime?,"['Yes', 'No']",No,48 is No
1910,Probability,Medium,Urn has 5 red and 4 blue. Prob red?,"['6/9', '5/9', '5/11', '4/9']",05-Sep,"Favorable=5, Total=9"
1911,Algebra,Easy,"Solve the system: 6x+5y=-26, 1x+7y=-29","['(-1,-3)', '(-1,-4)', '(0,-4)', '(-2,-5)']","(-1,-4)","Solved x=-1, y=-4"
1912,Ratios,Expert,"Ratio 11:9, total=317. Find parts.","['171.35,145.65', '179.35,137.65', '176.35,140.65', '174.35,142.65']","174.35,142.65","Parts=174.35,142.65"
1913,Algebra,Expert,"Solve the system: 7x+7y=42, 1x+2y=5","['(7,-1)', '(6,-2)', '(8,-1)', '(7,0)']","(7,-1)","Solved x=7, y=-1"
